Product_Category,Product_Sub_Category,Price,Discount
Clothing,Sportswear,139.77,0.27
Books,Magazines,54.72,0.0
Clothing,Sportswear,102.69,0.4
Sports,Water Sports,420.81,0.0
Books,Fiction,40.37,0.0
Clothing,Jeans,138.22,0.0
Books,Non-Fiction,54.66,0.09
Beauty,Skincare,126.89,0.0
Electronics,Gaming Consoles,1629.72,0.0
Beauty,Hair Care,51.51,0.14
Home & Garden,Kitchen Appliances,702.6,0.09
Books,Non-Fiction,21.66,0.0
Books,Comics,40.92,0.18
Home & Garden,Gardening Tools,573.36,0.0
Home & Garden,Furniture,235.87,0.27
Books,Educational,35.74,0.0
Home & Garden,Kitchen Appliances,45.6,0.0
Electronics,Laptops,1707.76,0.0
Books,Educational,25.78,0.0
Home & Garden,Kitchen Appliances,326.46,0.0
Beauty,Hair Care,62.35,0.0
Home & Garden,Storage,607.58,0.11
Beauty,Skincare,28.32,0.15
Electronics,Smart Watches,1344.39,0.0
Sports,Fitness Equipment,451.53,0.0
Beauty,Fragrances,36.7,0.0
Home & Garden,Bedding,98.19,0.0
Beauty,Makeup,125.91,0.0
Books,Children Books,17.66,0.0
Sports,Winter Sports,468.23,0.0
Beauty,Skincare,86.25,0.0
Books,Comics,42.51,0.0
Clothing,Accessories,263.15,0.19
Clothing,Shoes,37.5,0.0
Sports,Fitness Equipment,64.97,0.0
Home & Garden,Storage,270.27,0.0
Books,Educational,22.22,0.0
Clothing,Shoes,263.35,0.09
Beauty,Skincare,14.62,0.0
Home & Garden,Bedding,364.99,0.28
Sports,Fitness Equipment,239.59,0.29
Beauty,Skincare,112.63,0.0
Electronics,Smartphones,1389.69,0.0
Beauty,Skincare,136.43,0.0
Home & Garden,Storage,329.88,0.0
Electronics,Headphones,1184.1,0.0
Home & Garden,Bedding,424.1,0.0
Home & Garden,Storage,580.98,0.0
Electronics,Gaming Consoles,235.18,0.0
Books,Comics,8.0,0.0
Beauty,Fragrances,17.18,0.0
Beauty,Skincare,127.71,0.0
Home & Garden,Home Decor,33.94,0.0
Books,Non-Fiction,20.16,0.0
Books,Children Books,57.47,0.0
Clothing,Sportswear,282.16,0.16
Sports,Cycling,291.32,0.0
Clothing,Mens Shirts,17.84,0.2
Books,Fiction,19.17,0.18
Books,Fiction,36.36,0.0
Home & Garden,Bedding,67.14,0.0
Beauty,Makeup,40.76,0.0
Electronics,Gaming Consoles,1830.91,0.0
Books,Comics,18.21,0.16
Electronics,Tablets,1381.86,0.0
Books,Children Books,41.43,0.0
Home & Garden,Gardening Tools,395.16,0.11
Beauty,Fragrances,123.16,0.18
Books,Magazines,49.87,0.32
Sports,Water Sports,426.48,0.0
Beauty,Personal Care,86.22,0.0
Sports,Fitness Equipment,237.35,0.08
Home & Garden,Gardening Tools,111.31,0.0
Sports,Winter Sports,76.62,0.17
Books,Educational,23.45,0.11
Clothing,Jeans,204.06,0.0
Home & Garden,Furniture,201.66,0.0
Sports,Cycling,169.37,0.0
Beauty,Fragrances,136.36,0.0
Sports,Outdoor Gear,126.43,0.41
Beauty,Beauty Tools,97.75,0.0
Sports,Water Sports,416.4,0.0
Clothing,Mens Shirts,18.71,0.2
Beauty,Beauty Tools,107.5,0.0
Electronics,Gaming Consoles,1168.13,0.12
Clothing,Mens Shirts,180.92,0.2
Books,Fiction,54.21,0.0
Books,Educational,23.38,0.0
Sports,Outdoor Gear,238.01,0.0
Beauty,Makeup,74.01,0.0
Home & Garden,Bedding,430.35,0.0
Sports,Water Sports,378.18,0.0
Home & Garden,Bedding,142.09,0.0
Books,Comics,55.36,0.0
Clothing,Sportswear,250.28,0.0
Sports,Team Sports,402.75,0.0
Home & Garden,Kitchen Appliances,397.58,0.0
Clothing,Womens Dresses,49.31,0.0
Books,Children Books,45.8,0.0
Home & Garden,Storage,782.62,0.0
Home & Garden,Kitchen Appliances,335.67,0.0
Electronics,Gaming Consoles,1282.95,0.0
Sports,Water Sports,469.03,0.0
Home & Garden,Home Decor,692.52,0.0
Clothing,Accessories,249.23,0.0
Beauty,Fragrances,114.91,0.0
Home & Garden,Furniture,547.3,0.0
Sports,Cycling,307.69,0.0
Sports,Team Sports,284.89,0.0
Beauty,Personal Care,75.9,0.0
Home & Garden,Bedding,460.8,0.05
Books,Comics,15.24,0.0
Sports,Fitness Equipment,477.87,0.0
Electronics,Smartphones,978.31,0.0
Electronics,Smartphones,556.17,0.0
Sports,Winter Sports,269.01,0.0
Beauty,Beauty Tools,121.32,0.0
Electronics,Smart Watches,1640.15,0.0
Electronics,Smartphones,1019.48,0.0
Electronics,Laptops,690.05,0.0
Electronics,Smartphones,1301.84,0.0
Electronics,Headphones,1633.02,0.0
Clothing,Womens Dresses,46.52,0.16
Sports,Team Sports,86.61,0.42
Electronics,Tablets,493.59,0.34
Electronics,Smartphones,522.01,0.09
Electronics,Gaming Consoles,110.58,0.0
Beauty,Makeup,57.17,0.0
Electronics,Headphones,1240.27,0.0
Home & Garden,Storage,225.33,0.16
Electronics,Smartphones,1020.73,0.0
Sports,Team Sports,287.31,0.0
Sports,Fitness Equipment,218.41,0.0
Home & Garden,Furniture,757.97,0.0
Clothing,Mens Shirts,38.3,0.0
Home & Garden,Home Decor,707.38,0.0
Home & Garden,Storage,83.53,0.0
Beauty,Makeup,44.82,0.0
Books,Educational,21.49,0.0
Electronics,Laptops,85.79,0.06
Books,Fiction,26.61,0.0
Sports,Outdoor Gear,436.4,0.44
Books,Magazines,44.78,0.09
Sports,Fitness Equipment,262.63,0.13
Books,Non-Fiction,32.78,0.15
Beauty,Makeup,52.13,0.5
Sports,Winter Sports,205.46,0.13
Electronics,Laptops,1253.36,0.0
Sports,Cycling,353.47,0.12
Clothing,Mens Shirts,153.48,0.09
Sports,Fitness Equipment,497.87,0.0
Home & Garden,Gardening Tools,527.57,0.0
Electronics,Gaming Consoles,1039.56,0.0
Home & Garden,Bedding,373.2,0.17
Sports,Cycling,192.43,0.0
Sports,Water Sports,295.5,0.0
Beauty,Beauty Tools,80.72,0.48
Home & Garden,Home Decor,414.89,0.09
Beauty,Hair Care,135.08,0.0
Electronics,Smartphones,464.06,0.0
Home & Garden,Home Decor,508.45,0.0
Sports,Water Sports,366.48,0.19
Beauty,Beauty Tools,43.21,0.16
Books,Comics,26.72,0.15
Clothing,Accessories,132.12,0.0
Beauty,Hair Care,144.12,0.0
Books,Magazines,41.55,0.0
Clothing,Jeans,146.3,0.0
Electronics,Smartphones,1193.16,0.0
Beauty,Hair Care,128.87,0.05
Clothing,Mens Shirts,231.9,0.0
Beauty,Personal Care,86.72,0.13
Home & Garden,Home Decor,632.82,0.15
Books,Educational,27.12,0.17
Home & Garden,Kitchen Appliances,571.68,0.0
Beauty,Beauty Tools,107.58,0.0
Clothing,Jeans,249.55,0.0
Clothing,Accessories,35.2,0.0
Electronics,Headphones,953.81,0.0
Sports,Winter Sports,333.85,0.0
Sports,Cycling,284.17,0.0
Beauty,Skincare,147.34,0.19
Sports,Winter Sports,74.84,0.16
Books,Magazines,48.55,0.07
Clothing,Jeans,57.87,0.28
Sports,Fitness Equipment,36.97,0.47
Sports,Outdoor Gear,63.55,0.0
Electronics,Tablets,928.64,0.0
Beauty,Personal Care,99.75,0.08
Books,Non-Fiction,54.02,0.0
Electronics,Smart Watches,1631.32,0.17
Electronics,Gaming Consoles,1308.42,0.0
Clothing,Mens Shirts,41.78,0.0
Electronics,Headphones,1875.52,0.0
Beauty,Personal Care,73.24,0.0
Books,Non-Fiction,8.76,0.0
Clothing,Jeans,268.73,0.0
Home & Garden,Furniture,761.42,0.0
Books,Educational,52.02,0.12
Sports,Cycling,222.68,0.46
Beauty,Beauty Tools,32.38,0.0
Home & Garden,Home Decor,251.02,0.29
Clothing,Womens Dresses,244.09,0.0
Books,Educational,56.7,0.07
Clothing,Shoes,16.04,0.0
Books,Educational,46.27,0.0
Clothing,Mens Shirts,188.95,0.0
Beauty,Beauty Tools,131.9,0.0
Beauty,Beauty Tools,133.24,0.12
Books,Educational,11.14,0.0
Beauty,Makeup,53.09,0.0
Electronics,Headphones,1488.0,0.0
Electronics,Smartphones,1724.41,0.0
Books,Magazines,44.53,0.0
Books,Magazines,48.45,0.0
Clothing,Sportswear,136.72,0.2
Home & Garden,Gardening Tools,489.47,0.0
Beauty,Skincare,107.29,0.32
Sports,Cycling,34.51,0.0
Beauty,Fragrances,68.9,0.0
Clothing,Jeans,103.84,0.38
Clothing,Womens Dresses,290.36,0.0
Sports,Team Sports,213.98,0.09
Beauty,Hair Care,44.94,0.0
Books,Children Books,40.56,0.05
Electronics,Smartphones,1370.82,0.3
Beauty,Beauty Tools,53.76,0.08
Clothing,Womens Dresses,133.62,0.0
Clothing,Jeans,31.07,0.0
Clothing,Shoes,202.62,0.1
Books,Fiction,45.92,0.0
Home & Garden,Storage,297.73,0.0
Books,Children Books,59.8,0.46
Books,Children Books,32.82,0.0
Books,Children Books,27.15,0.0
Clothing,Accessories,269.82,0.18
Beauty,Personal Care,64.27,0.0
Home & Garden,Kitchen Appliances,676.61,0.48
Beauty,Beauty Tools,122.84,0.0
Home & Garden,Kitchen Appliances,237.34,0.0
Sports,Cycling,329.46,0.2
Beauty,Fragrances,102.73,0.0
Sports,Team Sports,288.08,0.0
Electronics,Laptops,289.68,0.0
Sports,Team Sports,190.27,0.0
Electronics,Laptops,1875.44,0.0
Books,Children Books,34.66,0.09
Electronics,Gaming Consoles,375.56,0.0
Beauty,Beauty Tools,129.29,0.0
Electronics,Smart Watches,1138.55,0.0
Books,Children Books,20.03,0.41
Beauty,Fragrances,22.18,0.0
Beauty,Beauty Tools,63.32,0.09
Beauty,Makeup,62.25,0.0
Home & Garden,Kitchen Appliances,336.05,0.0
Electronics,Tablets,180.63,0.29
Home & Garden,Bedding,544.56,0.18
Books,Comics,58.66,0.13
Clothing,Mens Shirts,234.14,0.0
Home & Garden,Furniture,222.67,0.27
Clothing,Jeans,86.91,0.17
Sports,Fitness Equipment,109.11,0.0
Electronics,Smartphones,1033.78,0.43
Electronics,Headphones,946.19,0.0
Sports,Fitness Equipment,168.81,0.0
Sports,Fitness Equipment,267.98,0.0
Books,Fiction,29.04,0.0
Electronics,Laptops,373.61,0.0
Books,Children Books,14.03,0.0
Electronics,Gaming Consoles,992.42,0.16
Books,Comics,11.25,0.0
Sports,Winter Sports,310.12,0.13
Beauty,Skincare,16.78,0.0
Electronics,Tablets,1212.56,0.19
Electronics,Gaming Consoles,1251.77,0.41
Clothing,Womens Dresses,131.66,0.0
Clothing,Sportswear,187.71,0.0
Sports,Team Sports,433.08,0.0
Beauty,Personal Care,51.72,0.0
Electronics,Tablets,403.38,0.0
Books,Children Books,42.97,0.12
Electronics,Tablets,463.56,0.0
Clothing,Mens Shirts,157.91,0.0
Beauty,Skincare,104.18,0.07
Clothing,Sportswear,60.79,0.29
Books,Comics,26.54,0.0
Electronics,Smartphones,286.54,0.0
Clothing,Jeans,71.47,0.0
Clothing,Womens Dresses,89.75,0.11
Electronics,Headphones,691.56,0.0
Clothing,Mens Shirts,299.38,0.0
Electronics,Gaming Consoles,152.85,0.0
Sports,Cycling,264.95,0.0
Electronics,Headphones,636.88,0.19
Clothing,Mens Shirts,74.96,0.0
Electronics,Laptops,431.36,0.0
Clothing,Womens Dresses,48.4,0.18
Books,Comics,43.53,0.0
Beauty,Makeup,89.69,0.0
Clothing,Sportswear,291.96,0.0
Electronics,Smartphones,1393.76,0.0
Electronics,Smart Watches,532.74,0.0
Beauty,Fragrances,109.45,0.0
Home & Garden,Kitchen Appliances,501.89,0.42
Sports,Team Sports,271.06,0.0
Sports,Fitness Equipment,301.18,0.05
Electronics,Headphones,1153.18,0.08
Home & Garden,Gardening Tools,138.13,0.11
Clothing,Sportswear,74.94,0.0
Books,Fiction,9.79,0.0
Books,Educational,26.19,0.0
Books,Children Books,40.43,0.47
Sports,Cycling,463.24,0.14
Sports,Team Sports,59.55,0.0
Books,Educational,43.34,0.32
Sports,Winter Sports,97.61,0.0
Books,Children Books,12.48,0.06
Books,Magazines,50.35,0.08
Sports,Outdoor Gear,479.44,0.46
Beauty,Personal Care,33.43,0.0
Home & Garden,Home Decor,344.3,0.0
Home & Garden,Furniture,60.83,0.0
Beauty,Fragrances,82.28,0.0
Sports,Team Sports,212.38,0.0
Clothing,Womens Dresses,140.44,0.0
Electronics,Tablets,803.16,0.0
Clothing,Womens Dresses,108.45,0.0
Home & Garden,Storage,753.59,0.0
Home & Garden,Bedding,558.45,0.14
Home & Garden,Kitchen Appliances,172.87,0.0
Home & Garden,Bedding,200.45,0.0
Clothing,Shoes,186.27,0.0
Electronics,Headphones,914.71,0.0
Books,Non-Fiction,51.53,0.0
Books,Children Books,55.27,0.0
Books,Non-Fiction,34.02,0.0
Home & Garden,Gardening Tools,291.06,0.0
Sports,Fitness Equipment,136.45,0.0
Clothing,Accessories,264.83,0.0
Home & Garden,Home Decor,84.91,0.0
Clothing,Mens Shirts,236.43,0.0
Sports,Cycling,361.65,0.06
Electronics,Gaming Consoles,572.69,0.0
Sports,Winter Sports,417.57,0.46
Sports,Cycling,49.35,0.12
Clothing,Womens Dresses,66.65,0.0
Books,Magazines,9.17,0.0
Electronics,Headphones,228.01,0.0
Books,Magazines,23.82,0.4
Books,Educational,29.42,0.0
Sports,Team Sports,210.28,0.0
Home & Garden,Gardening Tools,680.89,0.13
Electronics,Smartphones,1711.91,0.0
Beauty,Hair Care,12.96,0.11
Sports,Outdoor Gear,170.15,0.0
Beauty,Personal Care,76.7,0.0
Home & Garden,Storage,786.02,0.0
Home & Garden,Furniture,769.91,0.0
Sports,Outdoor Gear,313.19,0.0
Sports,Outdoor Gear,320.22,0.0
Electronics,Smartphones,380.97,0.0
Beauty,Hair Care,24.85,0.06
Home & Garden,Bedding,175.67,0.0
Beauty,Makeup,106.85,0.0
Electronics,Laptops,1485.07,0.0
Clothing,Mens Shirts,247.79,0.1
Electronics,Gaming Consoles,273.75,0.0
Home & Garden,Gardening Tools,446.59,0.0
Beauty,Beauty Tools,33.91,0.11
Clothing,Jeans,23.34,0.0
Beauty,Skincare,61.56,0.09
Home & Garden,Furniture,47.23,0.47
Sports,Outdoor Gear,102.28,0.0
Sports,Water Sports,295.37,0.0
Sports,Winter Sports,411.75,0.14
Books,Educational,29.19,0.0
Home & Garden,Gardening Tools,675.47,0.0
Clothing,Shoes,211.5,0.0
Books,Magazines,30.38,0.0
Home & Garden,Kitchen Appliances,476.5,0.0
Books,Educational,19.82,0.1
Clothing,Accessories,202.86,0.0
Home & Garden,Furniture,85.04,0.16
Home & Garden,Gardening Tools,337.31,0.0
Books,Fiction,26.9,0.0
Electronics,Gaming Consoles,158.43,0.0
Sports,Fitness Equipment,206.43,0.11
Home & Garden,Kitchen Appliances,342.86,0.0
Electronics,Laptops,1107.36,0.0
Home & Garden,Gardening Tools,121.65,0.19
Books,Fiction,46.34,0.0
Electronics,Smart Watches,1064.45,0.0
Home & Garden,Bedding,273.65,0.0
Home & Garden,Kitchen Appliances,501.92,0.0
Home & Garden,Kitchen Appliances,667.6,0.08
Beauty,Makeup,119.6,0.0
Books,Non-Fiction,23.49,0.0
Books,Comics,49.11,0.38
Electronics,Tablets,1589.91,0.1
Sports,Cycling,56.83,0.0
Sports,Cycling,157.41,0.0
Electronics,Smart Watches,1318.14,0.06
Electronics,Smart Watches,1407.36,0.0
Electronics,Headphones,531.58,0.0
Books,Comics,38.09,0.25
Electronics,Smart Watches,257.64,0.0
Electronics,Smart Watches,449.72,0.0
Clothing,Shoes,51.73,0.34
Electronics,Smart Watches,877.56,0.0
Beauty,Fragrances,110.31,0.0
Electronics,Headphones,1196.02,0.13
Clothing,Jeans,71.55,0.0
Books,Children Books,42.9,0.49
Home & Garden,Home Decor,401.73,0.0
Beauty,Fragrances,113.08,0.0
Sports,Fitness Equipment,75.12,0.0
Clothing,Mens Shirts,60.24,0.0
Beauty,Hair Care,81.01,0.14
Sports,Winter Sports,205.38,0.15
Electronics,Smartphones,1879.23,0.0
Beauty,Hair Care,55.78,0.16
Beauty,Personal Care,69.85,0.14
Books,Fiction,29.72,0.0
Electronics,Tablets,1013.0,0.0
Sports,Winter Sports,114.17,0.44
Sports,Fitness Equipment,67.07,0.0
Clothing,Womens Dresses,77.5,0.11
Beauty,Fragrances,71.81,0.0
Home & Garden,Storage,156.18,0.0
Clothing,Shoes,264.38,0.0
Books,Children Books,13.3,0.0
Books,Comics,53.49,0.0
Books,Magazines,43.93,0.19
Sports,Team Sports,490.68,0.0
Beauty,Fragrances,86.57,0.0
Books,Magazines,33.81,0.07
Books,Children Books,37.38,0.0
Home & Garden,Home Decor,573.16,0.0
Beauty,Makeup,124.81,0.0
Home & Garden,Storage,395.59,0.0
Home & Garden,Storage,260.61,0.0
Clothing,Jeans,79.02,0.0
Beauty,Personal Care,40.1,0.15
Beauty,Makeup,38.56,0.14
Home & Garden,Gardening Tools,452.66,0.0
Clothing,Mens Shirts,43.48,0.0
Electronics,Smart Watches,1879.03,0.0
Beauty,Beauty Tools,42.72,0.13
Electronics,Headphones,1116.02,0.0
Books,Comics,52.7,0.0
Sports,Fitness Equipment,288.15,0.0
Books,Fiction,58.03,0.0
Sports,Cycling,321.28,0.0
Electronics,Tablets,1507.92,0.39
Clothing,Mens Shirts,100.48,0.15
Electronics,Headphones,1422.52,0.0
Books,Educational,38.35,0.0
Sports,Team Sports,109.28,0.0
Home & Garden,Home Decor,659.96,0.0
Clothing,Sportswear,281.59,0.0
Sports,Winter Sports,315.54,0.0
Books,Children Books,14.34,0.49
Electronics,Tablets,1990.56,0.0
Electronics,Smartphones,896.34,0.33
Home & Garden,Storage,454.37,0.0
Books,Children Books,45.46,0.0
Books,Fiction,43.37,0.0
Books,Magazines,45.32,0.0
Books,Magazines,28.14,0.31
Electronics,Smart Watches,871.69,0.0
Sports,Winter Sports,247.61,0.0
Electronics,Gaming Consoles,778.62,0.0
Electronics,Gaming Consoles,539.78,0.2
Sports,Outdoor Gear,101.9,0.0
Electronics,Headphones,1030.22,0.0
Books,Non-Fiction,42.17,0.16
Beauty,Hair Care,101.31,0.42
Clothing,Accessories,59.68,0.0
Clothing,Sportswear,141.36,0.0
Electronics,Smartphones,614.69,0.0
Home & Garden,Storage,50.97,0.06
Sports,Fitness Equipment,157.59,0.0
Clothing,Accessories,138.65,0.0
Clothing,Shoes,77.92,0.0
Sports,Cycling,223.88,0.0
Electronics,Smartphones,1273.29,0.0
Books,Children Books,17.03,0.0
Books,Educational,46.6,0.0
Home & Garden,Storage,334.72,0.0
Electronics,Gaming Consoles,323.09,0.0
Beauty,Hair Care,143.83,0.0
Books,Non-Fiction,42.12,0.06
Clothing,Accessories,231.04,0.0
Electronics,Smartphones,1605.71,0.0
Clothing,Shoes,41.95,0.07
Books,Educational,31.94,0.0
Home & Garden,Bedding,679.0,0.0
Home & Garden,Gardening Tools,419.94,0.0
Home & Garden,Bedding,350.52,0.05
Beauty,Fragrances,87.28,0.0
Clothing,Sportswear,64.58,0.0
Beauty,Hair Care,18.67,0.2
Beauty,Beauty Tools,40.44,0.0
Sports,Outdoor Gear,116.84,0.0
Clothing,Jeans,18.28,0.0
Home & Garden,Furniture,265.87,0.0
Home & Garden,Gardening Tools,490.59,0.0
Books,Magazines,54.56,0.0
Beauty,Skincare,78.92,0.0
Clothing,Jeans,144.19,0.0
Beauty,Hair Care,89.22,0.0
Beauty,Hair Care,114.54,0.0
Electronics,Smart Watches,1929.44,0.1
Home & Garden,Kitchen Appliances,474.01,0.0
Home & Garden,Furniture,466.2,0.0
Electronics,Headphones,1359.9,0.0
Clothing,Accessories,92.7,0.17
Home & Garden,Home Decor,442.79,0.09
Clothing,Accessories,130.63,0.0
Sports,Cycling,303.26,0.0
Sports,Team Sports,225.9,0.0
Books,Magazines,35.54,0.0
Books,Fiction,14.97,0.0
Beauty,Hair Care,38.88,0.0
Beauty,Skincare,107.74,0.14
Clothing,Sportswear,111.9,0.0
Electronics,Gaming Consoles,1058.44,0.0
Books,Magazines,8.84,0.12
Sports,Fitness Equipment,354.27,0.11
Clothing,Womens Dresses,299.1,0.0
Sports,Fitness Equipment,87.46,0.0
Books,Magazines,17.13,0.0
Books,Children Books,36.85,0.0
Home & Garden,Kitchen Appliances,537.76,0.0
Electronics,Smart Watches,1316.54,0.09
Home & Garden,Bedding,510.0,0.07
Electronics,Tablets,1036.62,0.0
Home & Garden,Storage,431.59,0.29
Home & Garden,Gardening Tools,796.59,0.0
Books,Fiction,22.07,0.0
Beauty,Hair Care,126.61,0.07
Clothing,Jeans,91.21,0.0
Clothing,Mens Shirts,275.09,0.0
Books,Educational,56.91,0.0
Sports,Team Sports,25.11,0.0
Electronics,Smartphones,1507.67,0.0
Home & Garden,Storage,477.55,0.0
Sports,Winter Sports,29.64,0.07
Electronics,Smart Watches,362.44,0.14
Books,Comics,32.64,0.0
Sports,Cycling,169.98,0.0
Beauty,Skincare,59.6,0.0
Books,Fiction,8.02,0.0
Electronics,Smartphones,581.02,0.0
Books,Fiction,11.04,0.0
Electronics,Gaming Consoles,50.06,0.0
Home & Garden,Bedding,643.34,0.12
Clothing,Shoes,155.31,0.0
Clothing,Mens Shirts,61.66,0.0
Books,Magazines,49.81,0.0
Books,Children Books,41.73,0.0
Beauty,Makeup,101.04,0.17
Books,Fiction,43.81,0.0
Clothing,Womens Dresses,59.4,0.0
Electronics,Gaming Consoles,1705.93,0.0
Clothing,Womens Dresses,79.09,0.16
Clothing,Jeans,33.27,0.0
Beauty,Personal Care,86.19,0.09
Beauty,Makeup,12.71,0.0
Books,Magazines,25.3,0.0
Home & Garden,Furniture,671.25,0.0
Electronics,Smartphones,390.83,0.0
Clothing,Shoes,223.3,0.0
Clothing,Accessories,219.08,0.17
Books,Magazines,17.88,0.0
Clothing,Accessories,255.64,0.0
Home & Garden,Home Decor,57.41,0.0
Books,Comics,55.43,0.0
Home & Garden,Home Decor,297.42,0.14
Electronics,Gaming Consoles,402.53,0.09
Beauty,Fragrances,35.45,0.0
Home & Garden,Home Decor,784.33,0.1
Clothing,Jeans,180.65,0.0
Books,Magazines,38.34,0.0
Home & Garden,Home Decor,206.86,0.2
Books,Non-Fiction,24.23,0.0
Electronics,Laptops,1655.93,0.0
Beauty,Skincare,144.39,0.0
Electronics,Tablets,1488.96,0.0
Beauty,Fragrances,61.65,0.11
Home & Garden,Furniture,290.63,0.0
Beauty,Hair Care,75.91,0.0
Sports,Fitness Equipment,152.85,0.0
Books,Comics,58.22,0.0
Beauty,Skincare,35.45,0.0
Electronics,Laptops,1440.83,0.0
Home & Garden,Kitchen Appliances,462.11,0.0
Books,Fiction,9.87,0.0
Home & Garden,Storage,121.47,0.0
Home & Garden,Furniture,153.01,0.0
Home & Garden,Gardening Tools,606.31,0.14
Clothing,Shoes,200.28,0.09
Books,Non-Fiction,53.43,0.0
Clothing,Womens Dresses,52.23,0.39
Clothing,Sportswear,150.41,0.0
Home & Garden,Storage,306.23,0.0
Home & Garden,Furniture,439.66,0.0
Clothing,Accessories,120.08,0.06
Home & Garden,Bedding,532.74,0.0
Electronics,Gaming Consoles,1702.72,0.19
Sports,Winter Sports,266.72,0.0
Books,Children Books,34.88,0.0
Beauty,Skincare,67.91,0.0
Electronics,Smartphones,563.33,0.0
Sports,Cycling,375.35,0.0
Books,Comics,10.16,0.0
Electronics,Smart Watches,825.48,0.26
Books,Non-Fiction,44.06,0.38
Clothing,Sportswear,291.48,0.0
Sports,Winter Sports,203.36,0.0
Clothing,Accessories,208.87,0.05
Home & Garden,Bedding,659.35,0.0
Books,Children Books,46.29,0.0
Clothing,Jeans,274.57,0.0
Sports,Cycling,407.36,0.0
Beauty,Hair Care,43.26,0.0
Sports,Winter Sports,364.94,0.0
Electronics,Tablets,1476.96,0.0
Books,Comics,14.96,0.0
Home & Garden,Bedding,750.22,0.29
Home & Garden,Furniture,385.87,0.0
Books,Non-Fiction,43.17,0.18
Books,Non-Fiction,49.3,0.48
Sports,Winter Sports,79.63,0.17
Electronics,Smartphones,1488.14,0.0
Electronics,Tablets,1738.82,0.0
Books,Children Books,28.02,0.0
Home & Garden,Kitchen Appliances,125.82,0.0
Electronics,Laptops,769.65,0.15
Sports,Team Sports,199.49,0.0
Electronics,Smart Watches,1307.28,0.37
Clothing,Womens Dresses,214.95,0.0
Books,Children Books,18.85,0.0
Sports,Cycling,113.18,0.0
Clothing,Womens Dresses,221.15,0.0
Home & Garden,Home Decor,127.82,0.0
Beauty,Fragrances,128.5,0.0
Beauty,Skincare,83.4,0.3
Beauty,Beauty Tools,91.54,0.0
Home & Garden,Kitchen Appliances,222.05,0.0
Clothing,Accessories,179.55,0.0
Beauty,Personal Care,32.77,0.0
Electronics,Laptops,1387.46,0.16
Beauty,Skincare,114.75,0.0
Electronics,Tablets,1226.81,0.0
Electronics,Smart Watches,895.7,0.0
Beauty,Skincare,23.28,0.14
Electronics,Laptops,1422.13,0.48
Electronics,Headphones,1162.8,0.0
Electronics,Tablets,881.32,0.0
Sports,Cycling,209.98,0.0
Electronics,Headphones,1304.93,0.1
Home & Garden,Kitchen Appliances,606.65,0.0
Electronics,Smart Watches,709.26,0.32
Electronics,Smartphones,430.2,0.0
Electronics,Tablets,1498.14,0.0
Electronics,Tablets,731.54,0.31
Sports,Team Sports,233.13,0.0
Home & Garden,Furniture,125.43,0.0
Books,Magazines,45.88,0.0
Electronics,Gaming Consoles,742.81,0.0
Home & Garden,Furniture,629.96,0.49
Books,Educational,14.96,0.14
Books,Non-Fiction,20.18,0.0
Electronics,Headphones,1218.89,0.42
Home & Garden,Furniture,758.18,0.0
Books,Fiction,12.66,0.0
Home & Garden,Home Decor,219.16,0.11
Home & Garden,Home Decor,208.9,0.0
Home & Garden,Storage,776.51,0.36
Clothing,Womens Dresses,149.93,0.0
Sports,Team Sports,426.0,0.0
Beauty,Beauty Tools,72.84,0.0
Clothing,Accessories,245.79,0.0
Books,Non-Fiction,46.91,0.28
Electronics,Smartphones,1799.97,0.0
Home & Garden,Gardening Tools,60.76,0.17
Sports,Team Sports,106.88,0.0
Beauty,Skincare,109.43,0.0
Electronics,Smart Watches,589.79,0.0
Books,Fiction,17.36,0.0
Sports,Cycling,191.31,0.0
Beauty,Beauty Tools,15.16,0.09
Home & Garden,Kitchen Appliances,617.57,0.0
Electronics,Smartphones,1443.13,0.0
Beauty,Personal Care,78.18,0.0
Beauty,Fragrances,60.57,0.0
Beauty,Hair Care,46.37,0.0
Electronics,Smart Watches,661.07,0.0
Sports,Cycling,366.11,0.13
Home & Garden,Home Decor,328.2,0.0
Books,Fiction,57.04,0.0
Sports,Outdoor Gear,312.19,0.35
Electronics,Headphones,1078.43,0.11
Electronics,Tablets,1967.87,0.0
Books,Children Books,32.96,0.0
Electronics,Smart Watches,1794.79,0.14
Books,Educational,56.33,0.08
Beauty,Makeup,123.05,0.0
Electronics,Tablets,301.36,0.0
Clothing,Accessories,46.14,0.0
Beauty,Makeup,51.76,0.0
Books,Fiction,36.34,0.0
Books,Comics,12.66,0.0
Sports,Outdoor Gear,358.53,0.0
Books,Fiction,32.68,0.0
Sports,Water Sports,377.27,0.0
Electronics,Tablets,1168.31,0.18
Clothing,Womens Dresses,121.04,0.45
Sports,Winter Sports,125.72,0.0
Books,Children Books,32.62,0.0
Clothing,Womens Dresses,297.95,0.0
Books,Magazines,57.69,0.0
Books,Educational,57.71,0.0
Books,Magazines,10.02,0.0
Electronics,Laptops,480.19,0.18
Electronics,Laptops,434.01,0.15
Sports,Team Sports,273.46,0.16
Electronics,Tablets,100.39,0.14
Clothing,Womens Dresses,213.7,0.0
Beauty,Beauty Tools,123.66,0.0
Home & Garden,Furniture,416.56,0.0
Books,Magazines,58.27,0.0
Electronics,Headphones,966.2,0.0
Electronics,Headphones,413.32,0.5
